commodity,arrival_date,variety,state,district,min_price,max_price,avg_price
Maize,27/03/2024,Hybrid/Local,Karnataka,Shimoga,2100,2300,2200
Maize,22/03/2024,Hybrid/Local,Karnataka,Shimoga,2100,2300,2200
Maize,06/03/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,05/03/2024,Hybrid/Local,Karnataka,Shimoga,2000,2200,2100
Maize,04/03/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,29/02/2024,Hybrid/Local,Karnataka,Shimoga,2000,2200,2100
Maize,28/02/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,21/06/2024,Hybrid/Local,Karnataka,Uttar Kannada,2700,2700,2700
Maize,14/06/2024,Hybrid/Local,Karnataka,Uttar Kannada,2300,2300,2300
Maize,01/06/2024,Hybrid/Local,Karnataka,Uttar Kannada,2300,2300,2300
Maize,22/05/2024,Hybrid/Local,Karnataka,Uttar Kannada,2200,2200,2200
Maize,18/05/2024,Hybrid/Local,Karnataka,Uttar Kannada,2250,2250,2250
Maize,17/05/2024,Hybrid/Local,Karnataka,Uttar Kannada,2250,2250,2250
Maize,14/05/2024,Hybrid/Local,Karnataka,Uttar Kannada,2260,2260,2260
Maize,04/05/2024,Hybrid/Local,Karnataka,Uttar Kannada,2200,2200,2200
Maize,30/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2250,2250,2250
Maize,26/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2200,2300,2280
Maize,23/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2200,2200,2200
Maize,22/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2100,2100,2100
Maize,18/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2100,2100,2100
Maize,16/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2250,2250,2250
Maize,15/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2100,2240,2200
Maize,14/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2200,2200,2200
Maize,08/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2280,2280,2280
Maize,05/04/2024,Hybrid/Local,Karnataka,Uttar Kannada,2100,2100,2100
Maize,31/03/2024,Hybrid/Local,Karnataka,Uttar Kannada,2280,2280,2280
Maize,30/03/2024,Hybrid/Local,Karnataka,Uttar Kannada,2230,2230,2230
Paddy,29/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2160,2290,2225
Paddy,28/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2170,2350,2260
Paddy,27/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2300,2250
Paddy,24/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2100,2300,2200
Paddy,23/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2300,2250
Paddy,21/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2300,2350,2325
Paddy,20/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2400,2300
Paddy,17/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2250,2400,2325
Paddy,16/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2150,2300,2225
Paddy,14/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2100,2250,2175
Paddy,06/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2150,2350,2250
Paddy,04/05/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2400,2300
Paddy,26/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2300,2500,2400
Paddy,24/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2400,2300
Paddy,19/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2300,2450,2375
Paddy,17/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2200,2400,2300
Paddy,16/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2150,2350,2250
Paddy,15/04/2024,Paddy Medium,Karnataka,Chikkamagaluru,2300,2500,2400
Paddy,26/03/2024,Paddy Medium,Karnataka,Chikkamagaluru,2250,2450,2350
Paddy,27/08/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,26/08/2024,Paddy Medium,Karnataka,Davanagere,2400,2400,2400
Paddy,22/08/2024,Paddy Medium,Karnataka,Davanagere,2300,2300,2300
Paddy,12/08/2024,Paddy Medium,Karnataka,Davanagere,2250,2250,2250
Paddy,08/08/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,07/08/2024,Paddy Medium,Karnataka,Davanagere,2250,2250,2250
Paddy,31/07/2024,Paddy Medium,Karnataka,Davanagere,2400,2400,2400
Paddy,30/07/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,26/07/2024,Paddy Medium,Karnataka,Davanagere,2500,2500,2500
Paddy,25/07/2024,Paddy Medium,Karnataka,Davanagere,2200,2300,2250
Paddy,19/07/2024,Paddy Medium,Karnataka,Davanagere,2250,2250,2250
Paddy,18/07/2024,Paddy Medium,Karnataka,Davanagere,2150,2150,2150
Paddy,18/07/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,16/07/2024,Paddy Medium,Karnataka,Davanagere,2600,2700,2650
Paddy,09/07/2024,Paddy Medium,Karnataka,Davanagere,2600,2700,2650
Paddy,08/07/2024,Paddy Medium,Karnataka,Davanagere,2500,2500,2500
Paddy,06/07/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,04/07/2024,Paddy Medium,Karnataka,Davanagere,2300,2350,2325
Paddy,02/07/2024,Paddy Medium,Karnataka,Davanagere,2000,2000,2000
Paddy,27/06/2024,Paddy Medium,Karnataka,Davanagere,2500,2500,2500
Paddy,13/06/2024,Paddy Medium,Karnataka,Davanagere,3400,3600,3500
Paddy,12/06/2024,Paddy Medium,Karnataka,Davanagere,3400,3600,3500
Paddy,12/06/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,11/06/2024,Paddy Medium,Karnataka,Davanagere,2500,2500,2500
Paddy,07/06/2024,Paddy Medium,Karnataka,Davanagere,2400,2400,2400
Paddy,07/06/2024,Paddy Medium,Karnataka,Davanagere,2300,2300,2300
Paddy,30/05/2024,Paddy Medium,Karnataka,Davanagere,2200,2200,2200
Paddy,22/05/2024,Paddy Medium,Karnataka,Davanagere,2400,2400,2400
Paddy,21/05/2024,Paddy Medium,Karnataka,Davanagere,2500,2500,2500
Paddy,18/05/2024,Paddy Medium,Karnataka,Davanagere,2600,2600,2600
Paddy,15/05/2024,Paddy Medium,Karnataka,Davanagere,2700,2700,2700
Paddy,10/05/2024,Paddy Medium,Karnataka,Davanagere,2800,2800,2800
Paddy,01/05/2024,Paddy Medium,Karnataka,Davanagere,2900,2900,2900
Paddy,30/04/2024,Paddy Medium,Karnataka,Davanagere,2950,2950,2950
Paddy,20/04/2024,Paddy Medium,Karnataka,Davanagere,3000,3000,3000
Paddy,15/04/2024,Paddy Medium,Karnataka,Davanagere,3100,3100,3100
Paddy,05/04/2024,Paddy Medium,Karnataka,Davanagere,3200,3200,3200
Paddy,25/03/2024,Paddy Medium,Karnataka,Davanagere,3300,3300,3300
Paddy,20/03/2024,Paddy Medium,Karnataka,Davanagere,3400,3400,3400
Paddy,15/03/2024,Paddy Medium,Karnataka,Davanagere,3500,3500,3500
Paddy,10/03/2024,Paddy Medium,Karnataka,Davanagere,3600,3600,3600
Paddy,01/03/2024,Paddy Medium,Karnataka,Davanagere,3700,3700,3700
Paddy,25/02/2024,Paddy Medium,Karnataka,Davanagere,3800,3800,3800
Paddy,20/02/2024,Paddy Medium,Karnataka,Davanagere,3900,3900,3900
Paddy,15/02/2024,Paddy Medium,Karnataka,Davanagere,4000,4000,4000
Paddy,10/02/2024,Paddy Medium,Karnataka,Davanagere,4100,4100,4100
Paddy,01/02/2024,Paddy Medium,Karnataka,Davanagere,4200,4200,4200
Paddy,25/01/2024,Paddy Medium,Karnataka,Davanagere,4300,4300,4300
Paddy,20/01/2024,Paddy Medium,Karnataka,Davanagere,4400,4400,4400
Paddy,15/01/2024,Paddy Medium,Karnataka,Davanagere,4500,4500,4500
Paddy,10/01/2024,Paddy Medium,Karnataka,Davanagere,4600,4600,4600
Paddy,01/01/2024,Paddy Medium,Karnataka,Davanagere,4700,4700,4700
Paddy,27/08/2024,Paddy,Karnataka,Shimoga,2000,2000,2000
Paddy,26/08/2024,Paddy,Karnataka,Shimoga,3000,3000,3000
Paddy,22/08/2024,Paddy,Karnataka,Shimoga,2500,2500,2500
Paddy,12/08/2024,Paddy,Karnataka,Shimoga,2450,2450,2450
Paddy,08/08/2024,Paddy,Karnataka,Shimoga,2400,2400,2400
Paddy,07/08/2024,Paddy,Karnataka,Shimoga,2450,2450,2450
Paddy,31/07/2024,Paddy,Karnataka,Shimoga,2600,2650,2625
Paddy,30/07/2024,Paddy,Karnataka,Shimoga,2400,2400,2400
Paddy,26/07/2024,Paddy,Karnataka,Shimoga,2750,2750,2750
Paddy,25/07/2024,Paddy,Karnataka,Shimoga,2400,2700,2550
Paddy,19/07/2024,Paddy,Karnataka,Shimoga,2450,2450,2450
Paddy,18/07/2024,Paddy Medium,Karnataka,Shimoga,2360,2360,2360
Paddy,18/07/2024,Paddy,Karnataka,Shimoga,2400,2400,2400
Paddy,16/07/2024,Paddy,Karnataka,Shimoga,2775,3370,3072.5
Paddy,09/07/2024,Paddy,Karnataka,Shimoga,2772,3077,2924.5
Paddy,08/07/2024,Paddy,Karnataka,Shimoga,2700,2700,2700
Paddy,06/07/2024,Paddy,Karnataka,Shimoga,2400,2400,2400
Paddy,04/07/2024,Paddy,Karnataka,Shimoga,2600,2650,2625
Paddy,02/07/2024,Paddy,Karnataka,Shimoga,2100,2100,2100
Paddy,27/06/2024,Paddy,Karnataka,Shimoga,3000,3000,3000
Paddy,13/06/2024,Paddy Medium,Karnataka,Shimoga,3700,4200,3950
Paddy,12/06/2024,Paddy fine,Karnataka,Shimoga,3700,4200,3950
Paddy,12/06/2024,Paddy,Karnataka,Shimoga,2400,2400,2400
Paddy,11/06/2024,Paddy,Karnataka,Shimoga,3000,3000,3000
Paddy,07/06/2024,Paddy,Karnataka,Shimoga,3000,3000,3000
Paddy,07/06/2024,Paddy Medium,Karnataka,Shimoga,2832,2832,2832
Paddy,30/05/2024,Paddy Medium,Karnataka,Shimoga,2001,2001,2001
Paddy,22/05/2024,Paddy Medium,Karnataka,Shimoga,2200,2800,2500
Paddy,29/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2550,2600,2550
Paddy,27/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2550,2600,2550
Paddy,26/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2550
Paddy,23/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2500
Paddy,22/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2550
Paddy,20/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2600
Paddy,19/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2550
Paddy,17/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2650,2500
Paddy,16/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2650,2600
Paddy,14/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2700,2600
Paddy,12/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2650,2600
Paddy,11/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2650,2600
Paddy,09/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2650,2500
Paddy,08/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2300,2650,2600
Paddy,06/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2700,2700,2700
Paddy,05/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2650,2600
Paddy,03/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2700,2700,2700
Paddy,02/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2600,2550
Paddy,01/07/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2710,2500
Paddy,30/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2650,2650
Paddy,29/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2650,2650
Paddy,27/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2650,2600
Paddy,26/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2650,2600
Paddy,25/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2700,2700,2700
Paddy,24/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2650,2650
Paddy,21/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2370,2370
Paddy,19/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2650,2650
Paddy,15/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2370,2370
Paddy,14/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2400,2400
Paddy,13/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2650,2650
Paddy,12/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2300,2600,2600
Paddy,11/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2650,2600
Paddy,10/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2700,2650
Paddy,07/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,06/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2650,2400
Paddy,04/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2700,2600
Paddy,04/06/2024,Jaya,Karnataka,Uttar Kannada,2800,2800,2800
Paddy,03/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2450,2700,2500
Paddy,01/06/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2600
Paddy,31/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2650,2600
Paddy,30/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2500,2500
Paddy,27/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,25/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2700,2600
Paddy,23/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,22/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2650,2600
Paddy,21/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,20/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2600,2500
Paddy,18/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2650,2600
Paddy,16/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2550,2550
Paddy,15/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2650,2600
Paddy,14/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2400,2400
Paddy,10/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2650,2650,2650
Paddy,04/05/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2500,2500
Paddy,30/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2600,2400
Paddy,26/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2270,2600,2500
Paddy,24/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2550,2550,2550
Paddy,22/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2500,2650,2500
Paddy,18/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,17/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2600,2500
Paddy,15/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2270,2600,2500
Paddy,14/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,05/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,04/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2300,2600,2600
Paddy,03/04/2024,Paddy Medium,Karnataka,Uttar Kannada,2270,2600,2600
Paddy,31/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2325,2600,2400
Paddy,30/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2400
Paddy,29/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2600,2600,2600
Paddy,28/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2620,2620
Paddy,27/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2370,2600,2600
Paddy,13/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2400,2400
Paddy,05/03/2024,Paddy Medium,Karnataka,Uttar Kannada,2400,2400,2400
Paddy,29/08/2024,Paddy Medium,Karnataka,Uttar Kannada,2550,2600,2550
Black pepper,26/08/2024,Malabar,Karnataka,Chikmagalur,55000,66500,65000
Black pepper,22/08/2024,Malabar,Karnataka,Chikmagalur,39500,39500,39500
Black pepper,12/08/2024,Malabar,Karnataka,Chikmagalur,35037,35037,35037
Black pepper,09/08/2024,Malabar,Karnataka,Chikmagalur,35000,35000,35000
Black pepper,08/08/2024,Malabar,Karnataka,Chikmagalur,37000,37000,37000
Black pepper,08/08/2024,Malabar,Karnataka,Chikmagalur,29200,29200,29200
Black pepper,06/08/2024,Malabar,Karnataka,Chikmagalur,29200,50000,35000
Black pepper,05/08/2024,Malabar,Karnataka,Chikmagalur,30000,30000,30000
Black pepper,05/08/2024,Malabar,Karnataka,Chikmagalur,35000,35000,35000
Black pepper,01/08/2024,Malabar,Karnataka,Chikmagalur,35000,35000,35000
Black pepper,31/07/2024,Malabar,Karnataka,Chikmagalur,29200,29200,29200
Black pepper,30/07/2024,Malabar,Karnataka,Chikmagalur,27500,27500,27500
Black pepper,30/07/2024,Other,Karnataka,Chikmagalur,28000,35048,28072
Black pepper,29/07/2024,Malabar,Karnataka,Chikmagalur,36000,36000,36000
Black pepper,25/07/2024,Malabar,Karnataka,Chikmagalur,21000,65000,64500
Black pepper,24/07/2024,Malabar,Karnataka,Chikmagalur,28002,55000,30000
Black pepper,20/07/2024,Other,Karnataka,Chikmagalur,22000,65000,63000
Black pepper,19/07/2024,Malabar,Karnataka,Chikmagalur,50000,50000,50000
Black pepper,18/07/2024,Malabar,Karnataka,Chikmagalur,36000,36000,36000
Black pepper,11/07/2024,Malabar,Karnataka,Chikmagalur,22000,67000,65000
Black pepper,10/07/2024,Malabar,Karnataka,Chikmagalur,35000,35000,35000
Black pepper,10/07/2024,Malabar,Karnataka,Chikmagalur,25000,25000,25000
Black pepper,08/07/2024,Malabar,Karnataka,Chikmagalur,35000,36000,35802
Black pepper,08/07/2024,Malabar,Karnataka,Chikmagalur,27500,67000,66500
Black pepper,05/07/2024,Malabar,Karnataka,Chikmagalur,36000,36000,36000
Black pepper,05/07/2024,Malabar,Karnataka,Chikmagalur,19700,19700,19700
Black pepper,02/07/2024,Malabar,Karnataka,Chikmagalur,35104,35104,35104
Black pepper,01/07/2024,Malabar,Karnataka,Chikmagalur,35821,35821,35821
Black pepper,28/06/2024,Malabar,Karnataka,Chikmagalur,35000,35000,35000
Black pepper,27/06/2024,Malabar,Karnataka,Chikmagalur,36000,36000,36000
Black pepper,27/06/2024,Malabar,Karnataka,Chikmagalur,22800,68000,65000
Black pepper,21/06/2024,Malabar,Karnataka,Chikmagalur,36601,36601,36601
Black pepper,14/06/2024,Malabar,Karnataka,Chikmagalur,36000,36000,36000
Black pepper,10/06/2024,Malabar,Karnataka,Chikmagalur,24000,24000,24000
Black pepper,07/06/2024,Malabar,Karnataka,Chikmagalur,30000,30000,30000
Black pepper,05/06/2024,Malabar,Karnataka,Chikmagalur,30000,30000,30000
Black pepper,04/06/2024,Other,Karnataka,Chikmagalur,24000,24000,24000
Black pepper,01/06/2024,Malabar,Karnataka,Chikmagalur,20000,20000,20000
Black pepper,31/05/2024,Malabar,Karnataka,Chikmagalur,30500,30500,30500
Black pepper,30/05/2024,Malabar,Karnataka,Chikmagalur,24000,24000,24000
Black pepper,29/05/2024,Malabar,Karnataka,Chikmagalur,27462,29462,28462
Black pepper,28/05/2024,Malabar,Karnataka,Chikmagalur,21000,21000,21000
Black pepper,27/05/2024,Malabar,Karnataka,Chikmagalur,30000,30000,30000
Black pepper,23/05/2024,Malabar,Karnataka,Chikmagalur,26589,26589,26589
Black pepper,22/05/2024,Other,Karnataka,Chikmagalur,19500,19500,19500
Black pepper,20/05/2024,Malabar,Karnataka,Chikmagalur,34631,34631,34631
Black pepper,18/05/2024,Other,Karnataka,Chikmagalur,24000,24000,24000
Black pepper,17/05/2024,Malabar,Karnataka,Chikmagalur,37887,39887,38887
Black pepper,16/05/2024,Other,Karnataka,Chikmagalur,19500,19500,19500
Black pepper,14/05/2024,Malabar,Karnataka,Chikmagalur,41000,41000,41000
Black pepper,09/05/2024,Other,Karnataka,Chikmagalur,19500,19500,19500
Black pepper,04/05/2024,Other,Karnataka,Chikmagalur,41000,41000,41000
Black pepper,17/04/2024,Other,Karnataka,Chikmagalur,27749,27749,27749
Black pepper,15/04/2024,Other,Karnataka,Chikmagalur,27000,27000,27000
Black pepper,03/04/2024,Other,Karnataka,Chikmagalur,26000,26000,26000
Black pepper,27/03/2024,Other,Karnataka,Chikmagalur,26000,26000,26000
Black pepper,19/03/2024,Other,Karnataka,Chikmagalur,26000,26000,26000
Black pepper,13/03/2024,Malabar,Karnataka,Chikmagalur,50000,50000,50000
Black pepper,27/08/2024,Malabar,Karnataka,Davangere,35000,56700,39663
Black pepper,20/08/2024,Malabar,Karnataka,Davangere,42699,53299,50649
Black pepper,23/07/2024,Malabar,Karnataka,Davangere,40125,61605,50612
Black pepper,25/06/2024,Malabar,Karnataka,Davangere,47000,62000,59200
Black pepper,11/06/2024,Malabar,Karnataka,Davangere,58118,62000,60482
Black pepper,28/05/2024,Malabar,Karnataka,Davangere,55218,56536,56258
Black pepper,21/05/2024,Malabar,Karnataka,Davangere,46500,56328,55072
Black pepper,14/05/2024,Malabar,Karnataka,Davangere,50175,55518,53961
Black pepper,08/05/2024,Malabar,Karnataka,Davangere,54121,56476,56152
Black pepper,16/04/2024,Malabar,Karnataka,Davangere,51036,51516,51428
Black pepper,26/08/2024,Other,Karnataka,Shimoga,59599,61009,60399
Black pepper,22/08/2024,Other,Karnataka,Shimoga,58899,62009,60399
Black pepper,19/08/2024,Other,Karnataka,Shimoga,57299,60899,57299
Black pepper,12/08/2024,Other,Karnataka,Shimoga,59599,61599,60399
Black pepper,08/08/2024,Other,Karnataka,Shimoga,58399,63099,61899
Black pepper,05/08/2024,Other,Karnataka,Shimoga,59699,63099,61286
Black pepper,01/08/2024,Other,Karnataka,Shimoga,61209,62200,61209
Black pepper,30/07/2024,Other,Karnataka,Shimoga,60899,60899,60899
Black pepper,29/07/2024,Other,Karnataka,Shimoga,61199,61199,61199
Black pepper,25/07/2024,Other,Karnataka,Shimoga,58610,62009,61199
Black pepper,22/07/2024,Other,Karnataka,Shimoga,53009,60429,53009
Black pepper,18/07/2024,Other,Karnataka,Shimoga,58009,61509,59899
Black pepper,15/07/2024,Other,Karnataka,Shimoga,56509,63011,60899
Black pepper,11/07/2024,Other,Karnataka,Shimoga,32619,62009,61509
Black pepper,04/07/2024,Other,Karnataka,Shimoga,59115,63221,62021
Black pepper,01/07/2024,Other,Karnataka,Shimoga,60001,63700,62679
Black pepper,27/06/2024,Other,Karnataka,Shimoga,61499,63015,62339
Black pepper,24/06/2024,Other,Karnataka,Shimoga,60025,64329,63599
Black pepper,13/06/2024,Other,Karnataka,Shimoga,38199,63285,38199
Black pepper,13/06/2024,Other,Karnataka,Shimoga,67500,67500,67500
Black pepper,10/06/2024,Other,Karnataka,Shimoga,54121,58521,56021
Black pepper,30/05/2024,Other,Karnataka,Shimoga,57025,57725,57025
Black pepper,27/05/2024,Other,Karnataka,Shimoga,55899,58599,57779
Black pepper,23/05/2024,Other,Karnataka,Shimoga,56725,57839,56725
Black pepper,16/05/2024,Other,Karnataka,Shimoga,53779,55799,54899
Black pepper,29/04/2024,Other,Karnataka,Shimoga,35009,52179,51979
Black pepper,15/04/2024,Other,Karnataka,Shimoga,50339,51139,50339
Black pepper,08/04/2024,Other,Karnataka,Shimoga,46289,46289,46289
Black pepper,08/04/2024,Other,Karnataka,Shimoga,46289,46289,46289
Black pepper,21/03/2024,Other,Karnataka,Shimoga,41229,47029,46889
Black pepper,18/03/2024,Other,Karnataka,Shimoga,48969,48969,48969
Black pepper,14/03/2024,Other,Karnataka,Shimoga,48929,48929,48929
Black pepper,11/03/2024,Other,Karnataka,Shimoga,48829,48829,48829
Black pepper,07/03/2024,Other,Karnataka,Shimoga,47579,48399,47579
Black pepper,04/03/2024,Other,Karnataka,Shimoga,45529,48899,45529
Black pepper,23/08/2024,Malabar,Karnataka,Udupi,30000,61500,40000
Black pepper,06/08/2024,Malabar,Karnataka,Udupi,30000,65000,40000
Black pepper,04/07/2024,Malabar,Karnataka,Udupi,30000,64500,40000
Black pepper,03/07/2024,Malabar,Karnataka,Udupi,30000,65500,40000
Black pepper,26/06/2024,Malabar,Karnataka,Udupi,30000,65500,40000
Black pepper,15/06/2024,Malabar,Karnataka,Udupi,30000,67500,40000
Black pepper,14/06/2024,Malabar,Karnataka,Udupi,35000,37000,36000
Black pepper,14/06/2024,Malabar,Karnataka,Udupi,30000,67500,40000
Black pepper,13/06/2024,Malabar,Karnataka,Udupi,40000,67500,50000
Black pepper,11/06/2024,Malabar,Karnataka,Udupi,40000,66500,50000
Black pepper,06/06/2024,Malabar,Karnataka,Udupi,30000,61500,40000
Black pepper,03/06/2024,Malabar,Karnataka,Udupi,30000,61500,40000
Black pepper,29/05/2024,Malabar,Karnataka,Udupi,30000,61500,40000
Black pepper,28/05/2024,Malabar,Karnataka,Udupi,30000,61500,40000
Black pepper,24/05/2024,Malabar,Karnataka,Udupi,30000,60500,40000
Black pepper,23/05/2024,Malabar,Karnataka,Udupi,30000,60500,40000
Black pepper,14/05/2024,Malabar,Karnataka,Udupi,30000,56500,40000
Black pepper,17/04/2024,Malabar,Karnataka,Udupi,30000,53500,40000
Black pepper,17/04/2024,Malabar,Karnataka,Udupi,30000,53500,40000
Black pepper,22/03/2024,Malabar,Karnataka,Udupi,30000,48000,40000
Black pepper,21/03/2024,Malabar,Karnataka,Udupi,30000,48000,40000
Black pepper,18/03/2024,Malabar,Karnataka,Udupi,30000,49000,40000
Black pepper,16/03/2024,Malabar,Karnataka,Udupi,30000,50000,40000
Black pepper,12/03/2024,Malabar,Karnataka,Udupi,30000,48500,40000
Black pepper,11/03/2024,Malabar,Karnataka,Udupi,30000,48000,40000
Black pepper,05/03/2024,Malabar,Karnataka,Udupi,30000,50000,40000
Black pepper,01/03/2024,Malabar,Karnataka,Udupi,30000,51000,40000
Black pepper,29/02/2024,Malabar,Karnataka,Udupi,30000,49000,40000
Black pepper,19/08/2024,Malabar,Karnataka,Uttar Kannada,49019,50329,49674
Black pepper,18/08/2024,Malabar,Karnataka,Uttar Kannada,48539,50499,49619
Black pepper,17/08/2024,Malabar,Karnataka,Uttar Kannada,49229,51199,50214
Black pepper,16/08/2024,Malabar,Karnataka,Uttar Kannada,49919,51129,50524
Black pepper,15/08/2024,Malabar,Karnataka,Uttar Kannada,48519,50229,49374
Black pepper,14/08/2024,Malabar,Karnataka,Uttar Kannada,47939,50409,49124
Black pepper,13/08/2024,Malabar,Karnataka,Uttar Kannada,48229,50929,49579
Black pepper,12/08/2024,Malabar,Karnataka,Uttar Kannada,47509,50999,49204
Black pepper,11/08/2024,Malabar,Karnataka,Uttar Kannada,48509,50709,49609
Black pepper,10/08/2024,Malabar,Karnataka,Uttar Kannada,48019,50729,49373
Black pepper,09/08/2024,Malabar,Karnataka,Uttar Kannada,47629,50509,49069
